COD_PRESTAZIONE,COD_ATC5,DESCRIZIONE,QUANTITA,VDS,UM,GG,UNITA_POSOLOGIA,TITOLARE_AIC
0042626022,J02AC03,VORICONAZOLO MY*28CPR RIV 50MG,"0000000000,400",O,g,"3,5000000000",28,MYLAN SpA
0042728016,J01XB01,COLOBREATHE*POLV INAL 56CPS AL,"0000000003,000",IP,MU,"31,0330000000",56,TEVA ITALIA Srl
0042796108,J02AC03,VORICONAZOLO TE*100CPR RIV50MG,"0000000000,400",O,g,"12,5000000000",100,TEVA ITALIA Srl
0042927018,L04AX06,IMNOVID*21CPS 1MG,"0000000003,000",O,mg,"7,0000000000",21,CELGENE Srl
0043130020,J05AB01,ACICLOVIR HIKMA*EV 5FL 500MG,"0000000004,000",P,g,"0,6250000000",5,HIKMA FARMACEUTICA S.A.
0042626085,J02AC03,VORICONAZOLO MY*50CPR RIV 50MG,"0000000000,400",O,g,"6,2500000000",50,MYLAN SpA
0042626174,J02AC03,VORICONAZOLO MY*100CPRRIV200MG,"0000000000,400",O,g,"50,0000000000",100,MYLAN SpA
0042626248,J02AC03,VORICONAZOLO MY*100CPRRIV200MG,"0000000000,400",O,g,"50,0000000000",100,MYLAN SpA
0042796173,J02AC03,VORICONAZOLO TE*50CPR RIV 50MG,"0000000000,400",O,g,"6,2500000000",50,TEVA ITALIA Srl
0042796324,J02AC03,VORICONAZOLO TE*98CPR RIV200MG,"0000000000,400",O,g,"49,0000000000",98,TEVA ITALIA Srl
0042796348,J02AC03,VORICONAZOLO TE*2CPR RIV 200MG,"0000000000,400",O,g,"1,0000000000",2,TEVA ITALIA Srl
0042796351,J02AC03,VORICONAZOLO TE*10CPR RIV200MG,"0000000000,400",O,g,"5,0000000000",10,TEVA ITALIA Srl
0042853010,L01XE24,ICLUSIG*60CPR RIV 15MG FL,,,,,60,INCYTE BIOSCIENCES ITALY Srl
0042527010,J05AG01,NEVIRAPINA SAND*14CPR 200MG,"0000000000,400",O,g,"7,0000000000",14,SANDOZ SpA
0042796399,J02AC03,VORICONAZOLO TE*30CPR RIV200MG,"0000000000,400",O,g,"15,0000000000",30,TEVA ITALIA Srl
0042796452,J02AC03,VORICONAZOLO TE*FL30CPR RIV200,"0000000000,400",O,g,"15,0000000000",30,TEVA ITALIA Srl
0043646037,J01XX01,INFECTOFOS*EV 10FL 8G 200ML,"0000000008,000",P,g,"10,0000000000",10,INFECTOPHARM ARZ.UND CONS.GmbH
0043312014,L01BC06,XELCIP*10CPR RIV 150MG,"0000000004,500",O,g,"0,3330000000",10,CIPLA UK Ltd
0043312040,L01BC06,XELCIP*120CPR RIV 500MG,"0000000004,500",O,g,"13,3330000000",120,CIPLA UK Ltd
0043434012,J01DD04,TERAPIRON*INIET 10FL 500MG,"0000000002,000",P,g,"2,5000000000",10,MIDAS PHARMA GMBH
0043207101,J01CR02,AMOXICILLINA AC CLA KRK*500CPR,"0000000001,500",O,g,"291,6670000000",500,KRKA FARMACEUTICI MILANO Srl
0043439025,J05AH02,EBILFUMIN*FL 10CPS 30MG,"0000000000,150",O,g,"2,0000000000",10,ACTAVIS ITALY SpA
0043442019,L04AA33,ENTYVIO*IV 1FL 300MG,"0000000005,400",P,mg,"55,5560000000",1,TAKEDA ITALIA SpA
0043736040,J06BA02,IQYMUNE*FL INFUS200ML 100MG/ML,"0000000007,000",P,g,"2,8570000000",1,LABORATOIRE FRANCAIS DU FRACT.
0043210018,L01XA01,CISPLATINO HIKMA*INF 10MG 20ML,"0000000006,500",P,mg,"1,5380000000",1,HIKMA FARMACEUTICA S.A.
0043668021,J01MA12,LEVOFLOXACINA INF*EV 50SA 50ML,"0000000000,500",P,g,"25,0000000000",50,INFOMED FLUIDS Srl
0043668045,J01MA12,LEVOFLOXACINA INF*EV 30SA100ML,"0000000000,500",P,g,"30,0000000000",30,INFOMED FLUIDS Srl
0043454127,J02AC03,VORICONAZOLO PHA*50CPR 50MG,"0000000000,400",O,g,"6,2500000000",,PHARMATHEN S.A.
0043217013,L04AX07,TECFIDERA*14CPS 120MG,"0000000000,480",O,g,"3,5000000000",14,BIOGEN ITALIA Srl
0043416130,L04AX03,METOTREXATO ADD*1SIR SC 20MG,"0000000002,500",P,mg,"8,0000000000",1,ADDENDA PHARMA Srl
0043615020,L03AA02,"ACCOFIL*5SIR 30MU 0,5ML","0000000000,350",P,mg,"4,2850000000",5,ACCORD HEALTHCARE ITALIA Srl
0043615044,L03AA02,"ACCOFIL*5SIR 48MU 0,5ML","0000000000,350",P,mg,"6,8550000000",5,ACCORD HEALTHCARE ITALIA Srl
0043615184,L03AA02,"ACCOFIL*7SIR 48MU0,5ML+AGO+TAM","0000000000,350",P,mg,"9,6000000000",,ACCORD HEALTHCARE ITALIA Srl
0043379027,J05AG03,EFAVIRENZ AURO*90CPR RIV 600MG,"0000000000,600",O,g,"90,0000000000",90,AUROBINDO PHARMA ITALIA Srl
0043569033,J05AF05,LAMIVUDINA MY*84CPR RIV100MGFL,"0000000000,300",O,g,"26,6670000000",84,MYLAN SpA
0043616010,L01AB01,BUSULFAN FK*INF 8FL 10ML6MG/ML,"0000000224,000",P,mg,"2,1430000000",8,FRESENIUS KABI DEUTSCH.GMBH
0043618026,J05AR13,TRIUMEQ*90CPR 50+600+300MG FL,"0000000001,000",O,UD,"90,0000000000",90,VIIV HEALTHCARE Srl
0043621034,J01XX08,LINEZOLID MY*20CPR RIV 600MG,"0000000001,200",O,g,"10,0000000000",20,MYLAN SpA
0043621046,J01XX08,LINEZOLID MY*30CPR RIV 600MG,"0000000001,200",O,g,"15,0000000000",30,MYLAN SpA
0043621061,J01XX08,LINEZOLID MY*60CPR RIV 600MG,"0000000001,200",O,g,"30,0000000000",60,MYLAN SpA
0043462050,J05AE08,ATAZANAVIR TEVA*60CPS 200MG,"0000000000,300",O,g,"40,0000000000",60,TEVA ITALIA Srl
0043286071,L04AA06,AXYMPA*120CPR RIV 360MG,"0000000002,000",O,g,"21,6000000000",120,TEVA ITALIA Srl
0043470018,L01AX03,TEMOZOLOMIDE KABI*1CPS 20MG,"0000000360,000",O,mg,"0,0550000000",1,FRESENIUS KABI ITALIA Srl
0043782034,L01XE31,VARGATEF*120CPS MOLLI 100MG,,,,,120,BOEHRINGER INGELHEIM IT.SpA
0043782046,L01XE31,VARGATEF*60CPS MOLLI 150MG,,,,,60,BOEHRINGER INGELHEIM IT.SpA
0043291018,L01CD02,DOCETAXEL AMR*INF 1ML 20MG/ML,"0000000008,600",P,mg,"1,3260000000",1,AMRING Sas
0043524065,L01XE25,MEKINIST*30CPR RIV 2MG FL,,,,,30,NOVARTIS FARMA SpA
0043527047,L03AB13,"PLEGRIDY*SC 6SIR 125MCG 0,5ML","0000000008,900",P,mcg,"84,2700000000",2,BIOGEN ITALIA Srl
0043531021,L04AD02,"ENVARSUS*60CPR 0,75MG RP","0000000005,000",O,mg,"9,0000000000",60,CHIESI FARMACEUTICI SpA
0043685104,J05AF07,TENOFOVIR DISOPROXIL TEV*90CPR,"0000000000,245",O,g,"90,0000000000",90,TEVA ITALIA Srl
0043685116,J05AF07,TENOFOVIR DISOPROXIL TEV*10CPR,"0000000000,245",O,g,"10,0000000000",10,TEVA ITALIA Srl
0043305034,L04AA06,ACIDO MICOFEN AC*100CPR 180MG,"0000000002,000",O,g,"9,0000000000",100,ACCORD HEALTHCARE ITALIA Srl
0043429012,J05AG01,NEVIRAPINA MY*14CPR 400MG RP,"0000000000,400",O,g,"14,0000000000",14,MYLAN SpA
0043542024,J05AP07,DAKLINZA*28CPR RIV 30MG,"0000000060,000",O,mg,"14,0000000000",28,BRISTOL-MYERS SQUIBB Srl
0043542036,J05AP07,DAKLINZA*28CPR RIV 60MG,"0000000060,000",O,mg,"28,0000000000",28,BRISTOL-MYERS SQUIBB Srl
0043542051,J05AP07,DAKLINZA*28CPR RIV 90MG,"0000000060,000",O,mg,"42,0000000000",28,BRISTOL-MYERS SQUIBB Srl
0043489069,J02AC01,DIFLUCAN*42CPS 200MG,"0000000000,200",O,g,"42,0000000000",42,PFIZER ITALIA Srl
0043489172,J02AC01,DIFLUCAN*10SACC 200ML 2MG/ML,"0000000000,200",P,g,"20,0000000000",10,PFIZER ITALIA Srl
0043694052,J05AB14,VALGANCICLOVIR SAN*120CPR450MG,"0000000000,900",O,g,"60,0000000000",120,SANDOZ SpA
0043805112,L01XE01,IMATINIB SAN*80CPR RIV 100MG,"0000000000,500",O,g,"16,0000000000",80,SANDOZ SpA
0044226203,J05AE10,DARUNAVIR TE*FL180CPR RIV150MG,"0000000001,200",O,g,"22,5000000000",180,TEVA ITALIA Srl
0044226328,J05AE10,DARUNAVIR TE*200CPR RIV 300MG,"0000000001,200",O,g,"50,0000000000",200,TEVA ITALIA Srl
0044226381,J05AE10,DARUNAVIR TE*200CPR RIV 300MG,"0000000001,200",O,g,"50,0000000000",200,TEVA ITALIA Srl
0044252017,L04AX03,"AFSLAMET*1SIR 2,5MG 0,33ML","0000000002,500",P,mg,"1,0000000000",1,S.F. GROUP Srl
0044252043,L04AX03,"AFSLAMET*4SIR 7,5MG 0,30ML","0000000002,500",P,mg,"12,0000000000",4,S.F. GROUP Srl
0044226520,J05AE10,DARUNAVIR TE*60CPR RIV 400MG,"0000000001,200",O,g,"20,0000000000",60,TEVA ITALIA Srl
0044252132,L04AX03,"AFSLAMET*1SIR 20MG 0,50ML","0000000002,500",P,mg,"8,0000000000",1,S.F. GROUP Srl
0044252157,L04AX03,"AFSLAMET*1SIR 22,5MG 0,56ML","0000000002,500",P,mg,"9,0000000000",1,S.F. GROUP Srl
0044279026,J01XA02,TEICOPLANINA MY*5IV IM OS100MG,"0000000000,400",P,g,"1,2500000000",5,MYLAN SpA
0044470021,L01CD02,TAXESPIRA*1FL EV 80MG/4ML,"0000000008,600",P,mg,"9,3020000000",1,PFIZER ITALIA Srl
0044209017,J01CA,AMOXICILLINA ZENTIVA*FL 60ML,,,,,1,ZENTIVA ITALIA Srl
0044226722,J05AE10,DARUNAVIR TE*60CPR RIV 600MG,"0000000001,200",O,g,"30,0000000000",60,TEVA ITALIA Srl
0044253045,L04AX03,"VELOS*4SIR SC 7,5MG 0,30ML","0000000002,500",P,mg,"12,0000000000",4,DIFA COOPER SpA
0044253096,L04AX03,"VELOS*1SIR SC 15MG 0,38ML","0000000002,500",P,mg,"6,0000000000",1,DIFA COOPER SpA
0044253209,L04AX03,"VELOS*4SIR SC 27,5MG 0,69ML","0000000002,500",P,mg,"44,0000000000",4,DIFA COOPER SpA
0044255026,J02AX04,CASPOFUNGIN EG*EV FL 70MG,"0000000050,000",P,mg,"1,4000000000",1,EG SpA
0044210060,L01BC05,GEMCITABINA MEDAC*INF 5FL 2G,"0000000000,250",P,g,"40,0000000000",5,MEDAC PHARMA Srl
0044211011,J05AE10,DARUNAVIR ZEN*480CPR 75MG FL,"0000000001,200",O,g,"30,0000000000",480,ZENTIVA ITALIA Srl
0044211062,J05AE10,DARUNAVIR ZEN*90CPR 800MG FL,"0000000001,200",O,g,"60,0000000000",90,ZENTIVA ITALIA Srl
0044226797,J05AE10,DARUNAVIR TE*60CPR RIV 600MG,"0000000001,200",O,g,"30,0000000000",60,TEVA ITALIA Srl
0044226823,J05AE10,DARUNAVIR TE*60CPR 600MG FL,"0000000001,200",O,g,"30,0000000000",60,TEVA ITALIA Srl
0044226850,J05AE10,DARUNAVIR TE*240CPR RIV 150MG,"0000000001,200",O,g,"30,0000000000",240,TEVA ITALIA Srl
0044257160,L04AX03,"METOTREXATO DOC*SC 4SIR 22,5MG","0000000002,500",P,mg,"36,0000000000",4,DOC GENERICI Srl
0044257172,L04AX03,METOTREXATO DOC*SC 1SIR 25MG,"0000000002,500",P,mg,"10,0000000000",1,DOC GENERICI Srl
0044257184,L04AX03,METOTREXATO DOC*SC 4SIR 25MG,"0000000002,500",P,mg,"40,0000000000",4,DOC GENERICI Srl
0044257208,L04AX03,"METOTREXATO DOC*SC 4SIR 27,5MG","0000000002,500",P,mg,"44,0000000000",4,DOC GENERICI Srl
0044397040,L01AA09,BENDAMUSTINA CHEMI*20FL 25MG,"0000000020,000",P,mg,"25,0000000000",20,CHEMI SpA
0043860030,L03AX13,COPEMYL*30SIR 20MG/ML,"0000000020,000",P,mg,"30,0000000000",30,MYLAN SpA
0043971086,J05AR02,ABACAVIR LAMIVUDINA MY*90CPR,"0000000001,000",O,UD,"90,0000000000",90,MYLAN SpA
0044438012,J02AX04,CASPOFUNGIN SUN*EV FL 50MG,"0000000050,000",P,mg,"1,0000000000",1,RANBAXY ITALIA SpA
0043972102,J05AR02,ABACAVIR LAMIVUDINA LUP*90CPR,"0000000001,000",O,UD,"90,0000000000",90,LUPIN (EUROPE) Ltd
0044041034,J01XX08,NATLINEZ*5SAC INF 2MG/ML 300ML,"0000000001,200",P,g,"2,5000000000",5,ICU MEDICAL ITALIA Srl
0044167031,L01BC05,"GEMCITABINA SUN*SACCA 1,7G","0000000000,250",P,g,"6,8000000000",1,RANBAXY ITALIA SpA
0044167056,L01BC05,GEMCITABINA SUN*SACCA 2G,"0000000000,250",P,g,"8,0000000000",1,RANBAXY ITALIA SpA
0044167094,L01BC05,"GEMCITABINA SUN*5SACCHE 1,7G","0000000000,250",P,g,"34,0000000000",5,RANBAXY ITALIA SpA
0043873037,L04AC10,COSENTYX*SC SOLUZ 2SIR 150MG,"0000000010,000",P,mg,"30,0000000000",2,NOVARTIS FARMA SpA
0043978028,J01CR02,AMOXICILLINA AC CLA SAN*5FL1G+,"0000000003,000",P,g,"1,6670000000",5,SANDOZ SpA
0044167157,L01BC05,"GEMCITABINA SUN*10SACCHE 1,7G","0000000000,250",P,g,"68,0000000000",10,RANBAXY ITALIA SpA
0044370017,J05AR03,EMTRICITABINA TEN LUP*30CPR FL,"0000000001,000",O,UD,"30,0000000000",30,LUPIN EUROPE GMBH
0043978105,J01CR02,AMOXICILLINA AC CLA SAN*10FL2G,"0000000003,000",P,g,"6,6670000000",10,SANDOZ SpA
0044062014,L01BC02,FLUOROURACILE HIK*FL5ML 250MG,"0000000000,100",P,g,"2,5000000000",1,HIKMA FARMACEUTICA S.A.
0044062040,L01BC02,FLUOROURACILE HIK*FL 100ML 5G,"0000000000,100",P,g,"50,0000000000",1,HIKMA FARMACEUTICA S.A.
0044239022,L01XE01,IMATINIB EG*48CPS 100MG,"0000000000,500",O,g,"9,6000000000",48,EG SpA
0044239046,L01XE01,IMATINIB EG*60CPS 100MG,"0000000000,500",O,g,"12,0000000000",60,EG SpA
0044241026,L01XX19,IRINOTECAN ACC*FL 5ML 20MG/ML,"0000000030,000",P,mg,"3,3330000000",1,ACCORD HEALTHCARE ITALIA Srl
0044286021,J05AR02,ABACAVIR LAMIVUDINA TE*30CPR,"0000000001,000",O,UD,"30,0000000000",30,TEVA ITALIA Srl
0044286058,J05AR02,ABACAVIR LAMIVUDINA TE*10CPR,"0000000001,000",O,UD,"10,0000000000",10,TEVA ITALIA Srl
0044079061,J01XX08,LINEZOLID SAND*25SACCHE 300ML,"0000000001,200",P,g,"12,5000000000",25,SANDOZ SpA
0044079097,J01XX08,LINEZOLID SAND*20SACCHE 300ML,"0000000001,200",P,g,"10,0000000000",20,SANDOZ SpA
0044079111,J01XX08,LINEZOLID SAND*12SACCHE 300ML,"0000000001,200",P,g,"6,0000000000",12,SANDOZ SpA
0044224184,L04AX03,"METOTHER*4SIR 12,5MG 0,25ML","0000000002,500",P,mg,"20,0000000000",4,ACCORD HEALTHCARE ITALIA Srl
0044268023,J07BM03,"GARDASIL 9*IM 1SIR 0,5ML+2AGHI",,,,,1,MSD ITALIA Srl
0044086015,J05AB14,VALGANCICLOVIR ACC*60CPR 450MG,"0000000000,900",O,g,"30,0000000000",60,ACCORD HEALTHCARE ITALIA Srl
0044149108,L04AX03,"IMMUTREX*1SIR SC 15MG 0,38ML","0000000002,500",P,mg,"6,0000000000",1,MUNDIPHARMA PHARMACEUTIC. Srl
0044149146,L04AX03,"IMMUTREX*1SIR SC 20MG 0,50ML","0000000002,500",P,mg,"8,0000000000",1,MUNDIPHARMA PHARMACEUTIC. Srl
0044224285,L04AX03,"METOTHER*10SIR 15MG 0,30ML","0000000002,500",P,mg,"60,0000000000",10,ACCORD HEALTHCARE ITALIA Srl
0044224297,L04AX03,"METOTHER*12SIR 15MG 0,30ML","0000000002,500",P,mg,"72,0000000000",12,ACCORD HEALTHCARE ITALIA Srl
0044224448,L04AX03,"METOTHER*24SIR 20MG 0,40ML","0000000002,500",P,mg,"192,0000000000",24,ACCORD HEALTHCARE ITALIA Srl
0044224475,L04AX03,"METOTHER*5SIR 22,5MG 0,45ML","0000000002,500",P,mg,"45,0000000000",5,ACCORD HEALTHCARE ITALIA Srl
0044461034,L01AA09,BENDAMUSTINA SAN*10FL 25MG,"0000000020,000",P,mg,"12,5000000000",10,SANDOZ SpA
0044149250,L04AX03,"IMMUTREX*12SIR SC 10MG 0,40ML","0000000002,500",P,mg,"48,0000000000",12,MUNDIPHARMA PHARMACEUTIC. Srl
0044187033,J06BA02,GLOBIGA*INF 1FL 5G 100MG/ML,,,,,1,OCTAPHARMA ITALY SpA
0044224614,L04AX03,"METOTHER*6SIR 27,5MG 0,55ML","0000000002,500",P,mg,"66,0000000000",6,ACCORD HEALTHCARE ITALIA Srl
0044224754,L04AX03,"METOTHER*8SIR 20MG 0,40ML","0000000002,500",P,mg,"64,0000000000",8,ACCORD HEALTHCARE ITALIA Srl
0044291033,L01XC17,OPDIVO*INFUS 1FL 24ML 10MG/ML,,,,,1,BRISTOL-MYERS SQUIBB Srl
0044327043,L01AA09,BENDAMUSTINA ACC*1FL 100MG,"0000000020,000",P,mg,"5,0000000000",1,ACCORD HEALTHCARE ITALIA Srl
0044226049,J05AE10,DARUNAVIR TE*60CPR RIV 150MG,"0000000001,200",O,g,"7,5000000000",60,TEVA ITALIA Srl
0044995049,L01XE03,ERLOTINIB MYLAN*30CPR RIV150MG,"0000000000,150",O,g,"30,0000000000",30,MYLAN SpA
0045216052,L01BB06,CLOFARABINA IB*20FL 20ML1MG/ML,"0000000001,000",P,f,"20,0000000000",20,I.B.I.GIOVANNI LORENZINI SpA
0044636013,L01XX32,"BORTEZOMIB TEV*EV SC 1FL 3,5MG","0000000001,000",P,f,"1,0000000000",1,TEVA ITALIA Srl
0045066040,J05AR10,LOPINAVIR RITONAV AC*120CPR200,"0000000000,800",O,g,"30,0000000000",120,ACCORD HEALTHCARE ITALIA Srl
0045123015,L01AD04,STREPTOZOCINA KEOCYT*1FL 1G,,,,,1,KEOCYT
0044857047,L01XE01,IMATINIB AUR*90CPS 100MG,"0000000000,500",O,g,"18,0000000000",90,AUROBINDO PHARMA ITALIA Srl
0045127014,L01BA04,PEMETREXED REDDY*1FLPOLV 100MG,"0000000042,857",P,mg,"2,3330000000",1,DR. REDDY'S Srl
0044863025,L04AC13,TALTZ*SC 2PEN 1ML 80MG,"0000000002,900",P,mg,"55,1720000000",2,ELI LILLY ITALIA SpA
0045004013,J01DH03,ERTAPENEM AURO*EV 1FL 1G,"0000000001,000",P,g,"1,0000000000",1,AUROBINDO PHARMA ITALIA Srl
0045033038,L04AX03,"NORDIMET*1PEN SC 12,5MG 0,5ML","0000000002,500",P,mg,"5,0000000000",1,NORDIC GROUP BV
0044645024,J05AR06,EFAVIRENZ EMT TEN TE*30CPR RIV,"0000000001,000",O,UD,"30,0000000000",30,TEVA ITALIA Srl
0044757247,J02AC02,ITRAGERM*90CPS 50MG FL,"0000000000,200",O,g,"22,5000000000",90,ISDIN Srl
0044866061,L01AA09,BENDAMUSTINA MY*5FL 100MG,"0000000020,000",P,mg,"25,0000000000",5,MYLAN SpA
0044926018,L01XX32,"BORTEZOMIB SUN*EV SC 1FL 3,5MG","0000000001,000",P,f,"1,0000000000",1,RANBAXY ITALIA SpA
0044927010,L01BA04,PEMETREXED FRES*EV POLV 100MG,"0000000042,857",P,mg,"2,3330000000",1,FRESENIUS KABI ITALIA Srl
0044929014,J05AP54,ZEPATIER*28CPR RIV 50MG+100MG,"0000000001,000",O,UD,"28,0000000000",28,MSD ITALIA Srl
0044972053,L01XE10,EVEROLIMUS TEVA*90CPR 5MG,"0000000010,000",O,mg,"45,0000000000",90,TEVA ITALIA Srl
0045033279,L04AX03,"NORDIMET*6SIR SC 7,5MG 0,3ML","0000000002,500",P,mg,"18,0000000000",6,NORDIC GROUP BV
0044499059,J01XX08,LINEZOLID MY*20SAC 300ML2MG/ML,"0000000001,200",P,g,"10,0000000000",20,MYLAN SpA
0044653020,L01XX51,IMLYGIC*1FL 100000000 PFU/ML,,,,,1,AMGEN Srl
0044759052,J01FA09,CLARITROMICINA HCS*20CPR 250MG,"0000000000,500",O,g,"10,0000000000",20,KRKA FARMACEUTICI MILANO Srl
0044759102,J01FA09,CLARITROMICINA HCS*20CPR 500MG,"0000000000,500",O,g,"20,0000000000",20,KRKA FARMACEUTICI MILANO Srl
0044504088,J01XX08,LINEZOLID DR*10SAC300ML 2MG/ML,"0000000001,200",P,g,"5,0000000000",10,DR. REDDY'S Srl
0044610020,J02AX04,CASPOFUNGIN CENT*EV FL 70MG,"0000000050,000",P,mg,"1,4000000000",1,CENTRIENT PHARMAC.NETHERL.BV
0044797013,J02AX04,CASPOFUNGIN FKI*FL EV 50MG,"0000000050,000",P,mg,"1,0000000000",1,FRESENIUS KABI ITALIA Srl
0045033558,L04AX03,"NORDIMET*12SIR SC 22,5MG 0,9ML","0000000002,500",P,mg,"108,0000000000",12,NORDIC GROUP BV
0045033596,L04AX03,"NORDIMET*4SIR SC 10MG 0,4ML","0000000002,500",P,mg,"16,0000000000",4,NORDIC GROUP BV
0045085014,L02BG04,"FEMARA*30CPR RIV 2,5MG","0000000002,500",O,mg,"30,0000000000",30,GENERAL PHARMA SOLUTIONS SpA
0044504215,J01XX08,LINEZOLID DR*12SAC300ML 2MG/ML,"0000000001,200",P,g,"6,0000000000",12,DR. REDDY'S Srl
0044948091,J01XX08,LINEZOLID AUR*50CPR RIV 600MG,"0000000001,200",O,g,"25,0000000000",50,AUROBINDO PHARMA ITALIA Srl
0045033697,L04AX03,"NORDIMET*4SIR SC 22,5MG 0,9ML","0000000002,500",P,mg,"36,0000000000",4,NORDIC GROUP BV
0045033711,L04AX03,NORDIMET*4SIR SC 25MG 1ML,"0000000002,500",P,mg,"40,0000000000",4,NORDIC GROUP BV
0044513036,L01XE03,ERLOTINIB TE*30CPR RIV 100MG,"0000000000,150",O,g,"20,0000000000",30,TEVA ITALIA Srl
0044621062,J05AE10,DARUNAVIR EG*35CPR 400MG,"0000000001,200",O,g,"11,6670000000",35,EG SpA
0044567028,L01BA04,PEMETREXED MED*1FL POLV 500MG,"0000000042,857",P,mg,"11,6670000000",1,MEDAC GMBH
0044567030,L01BA04,PEMETREXED MED*1FL POLV 1000MG,"0000000042,857",P,mg,"23,3340000000",1,MEDAC GMBH
0044621136,J05AE10,DARUNAVIR EG*35CPR 800MG,"0000000001,200",O,g,"23,3330000000",35,EG SpA
0044721013,J07CA09,"VAXELIS*IM 1SIR 0,5ML","0000000001,000",P,f,"1,0000000000",1,MSD ITALIA Srl
0044721064,J07CA09,"VAXELIS*IM 10SIR 0,5ML+20 AGHI","0000000001,000",P,f,"10,0000000000",10,MSD ITALIA Srl
0044721076,J07CA09,"VAXELIS*IM 50SIR 0,5ML","0000000001,000",P,f,"50,0000000000",50,MSD ITALIA Srl
0044481048,L01XX42,FARYDAK*6CPS 15MG,,O,,,6,NOVARTIS FARMA SpA
0044892026,L04AB02,FLIXABI*EV 2FL 100MG,"0000000003,750",P,mg,"53,3330000000",2,BIOGEN ITALIA Srl
0044898017,J07BB02,VAXIGRIP TETRA*1SIR+AGO 19-20,"0000000001,000",P,f,"1,0000000000",1,SANOFI SpA
0044898068,J07BB02,"VAXIGRIP TETRA*20SIR0,5ML19-20","0000000001,000",P,f,"20,0000000000",20,SANOFI SpA
0044492054,J01MA12,LEVOFLOXACINA KRK*14CPR 250MG,"0000000000,500",O,g,"7,0000000000",14,KRKA FARMACEUTICI MILANO Srl
0044530018,L01DC03,MITOMICINA MED*INIET 1FL 2MG,"0000000003,000",P,mg,"0,6660000000",1,MEDAC GMBH
0044691044,L04AB01,BENEPALI*12PENNE 50MG 1ML,"0000000007,000",P,mg,"85,7140000000",12,BIOGEN ITALIA Srl
0044778088,L04AA06,CEPTAVA*120CPR 360MG,,,,,120,SANDOZ A/S
0044983017,J02AX04,CASPOFUNGIN TEV*FL POLV EV50MG,"0000000050,000",P,mg,"1,0000000000",1,TEVA ITALIA Srl
0044983029,J02AX04,CASPOFUNGIN TEV*FL POLV EV70MG,"0000000050,000",P,mg,"1,4000000000",1,TEVA ITALIA Srl
0045028026,J05AE10,DARUNAVIR TEV*30CPR 800MG,"0000000001,200",O,g,"20,0000000000",30,TEVA B.V.
0044779181,J01FA09,CLARITROMICINA ACC*250CPR500MG,"0000000000,500",O,g,"250,0000000000",250,ACCORD HEALTHCARE ITALIA Srl
0044780017,J01XX09,DAPTOMICINA DR R*EV POLV 350MG,"0000000000,280",P,g,"1,2500000000",1,DR. REDDY'S Srl
0045028091,J05AE10,DARUNAVIR TEV*100CPR 800MG,"0000000001,200",O,g,"66,6670000000",100,TEVA B.V.
0045028103,J05AE10,DARUNAVIR TEV*30CPR 800MG FL,"0000000001,200",O,g,"20,0000000000",30,TEVA B.V.
0045061013,J05AE08,ATAZANAVIR MY*60CPS 150MG,"0000000000,300",O,g,"30,0000000000",60,MYLAN SpA
0045061037,J05AE08,ATAZANAVIR MY*60CPS 150MG FL,"0000000000,300",O,g,"30,0000000000",60,MYLAN SpA
0045061049,J05AE08,ATAZANAVIR MY*60CPS 200MG,"0000000000,300",O,g,"40,0000000000",60,MYLAN SpA
0045061064,J05AE08,ATAZANAVIR MY*60CPS 200MG FL,"0000000000,300",O,g,"40,0000000000",60,MYLAN SpA
0045061177,J05AE08,ATAZANAVIR MY*30CPS 300MG,"0000000000,300",O,g,"30,0000000000",30,MYLAN SpA
0045172020,L01XE33,IBRANCE*21CPS 75MG FL,,,,,21,PFIZER Srl
0045172069,L01XE33,IBRANCE*21CPS 125MG FL,,,,,21,PFIZER Srl
0044696019,J05AR10,LOPINAVIR RITONAV MY*60CPR100,"0000000000,800",O,g,"7,5000000000",60,MYLAN SpA
0044745053,J05AE10,DARUNAVIR DOC*60CPR 400MG FL,"0000000001,200",O,g,"20,0000000000",60,DOC GENERICI Srl
0045672019,J05AF10,"ENTECAVIR MY*30CPR RIV0,5MG FL","0000000000,500",O,mg,"30,0000000000",30,MYLAN SpA
0045672021,J05AF10,"ENTECAVIR MY*30CPR RIV 0,5MG","0000000000,500",O,mg,"30,0000000000",30,MYLAN SpA
0045672108,J05AF10,ENTECAVIR MY*90CPR RIV 1MG,"0000000000,500",O,mg,"180,0000000000",90,MYLAN SpA
0045449042,L01XC02,RIXIMYO*EV 2FL 50ML 10MG/ML,,,,,2,SANDOZ SpA
0045600018,L01XE10,"EVEROLIMUS ACC*30CPR 2,5MG","0000000010,000",O,mg,"7,5000000000",90,ACCORD HEALTHCARE ITALIA Srl
0045600069,L01XE10,EVEROLIMUS ACC*10CPR 10MG,"0000000010,000",O,mg,"10,0000000000",10,ACCORD HEALTHCARE ITALIA Srl
0045675055,J05AF10,ENTECAVIR AC*30CPR RIV 1MG,"0000000000,500",O,mg,"60,0000000000",30,ACCORD HEALTHCARE ITALIA Srl
0045451085,L04AB01,ERELZI*12SIR SC 50MG 1ML,"0000000007,000",P,mg,"85,7140000000",12,SANDOZ SpA
0045451147,L04AB01,"ERELZI*24SIR SC 25MG 0,5ML","0000000007,000",P,mg,"85,7140000000",24,SANDOZ SpA
